,item,category,name,price,store,image,story,vegan,foods,real price,location
492,mastro genoa salami 150 g san daniele prosciutto 100 g,meat,Mastro genoa salami 150 g san daniele prosciutto 100 g,$3.99,FreshCo,https://cdn.flippenterprise.net/page_items/240788956/1635861868/large.jpg,save up to $2,FALSE,['mastro genoa salami 150 g san daniele prosciutto 100 g'],3.99,Kingston
493,salad,produce,"Mini salad, 95–385 g",$3.99,Loblaws,https://cdn.flippenterprise.net/page_items/240755589/1635873860/large.jpg,,FALSE,['salad'],3.99,Kingston
494,"pc the world's best eggnog ice cream, 946 ml",meat,"Pc the world's best eggnog ice cream, 946 ml",$3.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821756/59668094-37f6-11ec-aa05-0efae983d694/medium,,FALSE,"[""pc the world's best eggnog ice cream, 946 ml""]",3.99,Kingston
495,nut milk,vegan,Silk almond beverage,$3.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12839274/422a6282-3b17-11ec-a280-0ec6e2beadde/medium,,FALSE,['nut milk'],3.99,Kingston
496,irresistibles yogourt,meat,Irresistibles yogourt,$3.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829155/404c0e2a-38bf-11ec-88af-0e1ba86a8db4/medium,,FALSE,['irresistibles yogourt'],3.99,Kingston
497,selection flour,bakery,Selection flour,$3.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839262/60565af4-3b17-11ec-bed8-0ec6e2beadde/medium,,FALSE,['selection flour'],3.99,Kingston
498,oats,other,Quaker gluten-free quick oats 511 g,$3.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12839229/4bc7e21a-3b17-11ec-ae01-0e7faade0358/medium,save 50¢,FALSE,['oats'],3.99,Kingston
499,healthy choice power bowls 262-276 g gardein meat alternatives 226-390 g selected varieties,vegan,Healthy choice power bowls 262-276 g gardein meat alternatives 226-390 g selected varieties,$3.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12829493/6984f8aa-38c5-11ec-8ea5-0ec6e2beadde/medium,save up to $2,FALSE,['healthy choice power bowls 262-276 g gardein meat alternatives 226-390 g selected varieties'],3.99,Kingston
500,coffee,other,Nescafé rich instant coffee 100-170 g taster's choice instant coffee 100 g nesquick 540 g 510-700 ml,$3.99,FreshCo,https://cdn.flippenterprise.net/page_items/240333201/1635969259/large.jpg,save up to $3.50,FALSE,['coffee'],3.99,Kingston
501,walkerswood jerk seasoning 280 g,meat,Walkerswood jerk seasoning 280 g,$3.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12829493/66966d72-38c5-11ec-8ea5-0ec6e2beadde/medium,save $1,FALSE,['walkerswood jerk seasoning 280 g'],3.99,Kingston
502,quaker muffin mix,bakery,Quaker muffin mix,$3.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839262/61cd142c-3b17-11ec-bed8-0ec6e2beadde/medium,,FALSE,['quaker muffin mix'],3.99,Kingston
503,salad,produce,Fresh attitude single serve salad kits 155-185 g product of usa,$3.99,FreshCo,https://cdn.flippenterprise.net/page_items/240755589/1635873860/large.jpg,save $1,FALSE,['salad'],3.99,Kingston
504,cracker barrel or black diamond natural cheese slices,meat,Cracker barrel or black diamond natural cheese slices,2/ $8.00,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839281/50e2e740-3b17-11ec-aed0-0edc53c25ee6/medium,save $3.58 on 2,FALSE,['cracker barrel or black diamond natural cheese slices'],4.0,Kingston
505,honest kids fruit drinks,beverages,Honest kids fruit drinks,2/ $8.00,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839274/41fdbe12-3b17-11ec-a280-0ec6e2beadde/medium,,FALSE,['honest kids fruit drinks'],4.0,Kingston
506,cookies,bakery,"Pillsbury™ ready to bake chocolate chip cookies, 454 g and grands cinnamon rolls with icing, 496 g",2/ $8.00 or $4.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12839274/44301dc4-3b17-11ec-a280-0ec6e2beadde/medium,,FALSE,"['chocolate', 'cookies']",4.0,Kingston
507,compliments sliced cheese 150-170 g,meat,Compliments sliced cheese 150-170 g,$4.00,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12829481/59131a10-38c5-11ec-889c-0efae983d694/medium,save $1,FALSE,['compliments sliced cheese 150-170 g'],4.0,Kingston
508,salad,produce,Compliments salad 850-908 g,$4.00,FreshCo,https://cdn.flippenterprise.net/page_items/240755589/1635873860/large.jpg,,FALSE,['salad'],4.0,Kingston
509,cracker barrel cheese slices,meat,Cracker barrel cheese slices,2/ $8.00,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839309/51a338a6-3b17-11ec-ac43-0ec6e2beadde/medium,,FALSE,['cracker barrel cheese slices'],4.0,Kingston
510,"cracker barrel cheese slices, 200-240 g, amooza, pkg of 12, black diamond combos, pkg of 3 or curds, 200 g",meat,"Cracker barrel cheese slices, 200-240 g, amooza, pkg of 12, black diamond combos, pkg of 3 or curds, 200 g",$4.00,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829439/da9df5d2-38c0-11ec-b58a-0e7faade0358/medium,,FALSE,"['cracker barrel cheese slices, 200-240 g, amooza, pkg of 12, black diamond combos, pkg of 3 or curds, 200 g']",4.0,Kingston
511,cereal,other,"General mills cereal, 260-500 g",2/ $8.00 or $4.99,Loblaws,https://cdn.flippenterprise.net/page_item_supplemental_infos/240332000/1635946129/medium,,FALSE,['cereal'],4.0,Kingston
512,popcorn,other,Angie's popcorn,2/ $8.00,Metro,https://cdn.flippenterprise.net/page_item_supplemental_infos/240332063/1635933919/medium,,FALSE,['popcorn'],4.0,Kingston
513,chocolate,other,"Pillsbury™ ready to bake chocolate chip cookies, 454 g and grands cinnamon rolls with icing, 496 g",2/ $8.00 or $4.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12829437/deedba00-38c0-11ec-a6b4-0e1ba86a8db4/medium,,FALSE,"['chocolate', 'cookies']",4.0,Kingston
514,"black diamond natural cheese slices, 220/240 g",meat,"Black diamond natural cheese slices, 220/240 g",2/ $8.00 or $4.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821754/5ccb4a08-37f6-11ec-8acb-0efae983d694/medium,,FALSE,"['black diamond natural cheese slices, 220/240 g']",4.0,Kingston
515,olivieri sauce,none,Olivieri sauce,2/ $8.00,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333298/1635946178/medium,,FALSE,['olivieri sauce'],4.0,Kingston
516,international delight creamer,none,International delight creamer,$4.27,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240332062/1635946438/medium,save 50¢,FALSE,['international delight creamer'],4.27,Kingston
517,bread,bakery,Dempster's cinnamon raisin bread,$4.29,Metro,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333140/1635946589/medium,,FALSE,['bread'],4.29,Kingston
518,cereal,other,General mills family cereal,$4.44,Walmart,https://cdn.flippenterprise.net/page_item_supplemental_infos/240332000/1635946129/medium,rollback,FALSE,['cereal'],4.44,Kingston
519,cereal,other,General mills honey nut cheerios or cinnamon toast crunch or annie's organic cereal,$4.44,Food Basics,https://cdn.flippenterprise.net/page_item_supplemental_infos/240332000/1635946129/medium,,FALSE,['cereal'],4.44,Kingston
520,nestlé real dairy ice cream or novelties,meat,Nestlé real dairy ice cream or novelties,$4.44,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829142/44d24018-38bf-11ec-ba38-0edc53c25ee6/medium,,FALSE,['nestlé real dairy ice cream or novelties'],4.44,Kingston
521,"nestle drumstick, del monte novelties or real dairy confectionery tubs 1.5 l",frozen,"Nestle drumstick, del monte novelties or real dairy confectionery tubs 1.5 l",$4.44,Walmart,https://cdn.flippenterprise.net/page_pdf_images/12823126/3c42e3cc-380f-11ec-93d9-0e7faade0358/medium,rollback,FALSE,"['nestle drumstick, del monte novelties or real dairy confectionery tubs 1.5 l']",4.44,Kingston
522,robin hood or five roses flour,none,Robin hood or five roses flour,$4.47,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333178/1635946766/medium,save up to $1.50,FALSE,['robin hood or five roses flour'],4.47,Kingston
523,"mastro salami, 125/150 g",meat,"Mastro salami, 125/150 g",$4.47,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829403/da824ad0-38c0-11ec-a52c-0edc53c25ee6/medium,,FALSE,"['mastro salami, 125/150 g']",4.47,Kingston
524,sparkling water,other,Bubly sparkling water,member price $4.47,Giant Tiger,https://cdn.flippenterprise.net/page_pdf_images/12829438/ddb75e5c-38c0-11ec-83db-0e1ba86a8db4/medium,,FALSE,['sparkling water'],4.47,Kingston
525,"giuseppe rising crust or thin crust pizza, 439-785 g",meat,"Giuseppe rising crust or thin crust pizza, 439-785 g",$4.47,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829437/db005cae-38c0-11ec-a6b4-0e1ba86a8db4/medium,,FALSE,"['giuseppe rising crust or thin crust pizza, 439-785 g']",4.47,Kingston
526,robin hood flour,none,Robin hood flour,$4.47,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333177/1635946432/medium,save up to $1.50,FALSE,['robin hood flour'],4.47,Kingston
527,"colgate multipack toothpaste, 2x120/150 ml or toothbrush, 2/4's",none,"Colgate multipack toothpaste, 2x120/150 ml or toothbrush, 2/4's",pc optimum members pricing $4.47,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829438/dbd953f6-38c0-11ec-83db-0e1ba86a8db4/medium,,FALSE,"[""colgate multipack toothpaste, 2x120/150 ml or toothbrush, 2/4's""]",4.47,Kingston
528,selection cream cheese,meat,Selection cream cheese,$4.49,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839309/52c55714-3b17-11ec-ac43-0ec6e2beadde/medium,,FALSE,['selection cream cheese'],4.49,Kingston
529,ct bakery donuts,bakery,Ct bakery donuts,$4.49,Metro,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333042/1635933711/medium,,FALSE,['ct bakery donuts'],4.49,Kingston
530,ilchester applewood smoked cheddar,dairy,Ilchester applewood smoked cheddar,$4.49 /100g,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839332/5ef78c64-3b17-11ec-a7ce-0e1ba86a8db4/medium,,FALSE,['ilchester applewood smoked cheddar'],4.49,Kingston
531,manchego cheese aged 3 months,meat,Manchego cheese aged 3 months,$4.49 /100g,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839332/5db60a60-3b17-11ec-a7ce-0e1ba86a8db4/medium,,FALSE,['manchego cheese aged 3 months'],4.49,Kingston
532,cereal,other,Jordans morning granola cereal,$4.49,Metro,https://cdn.flippenterprise.net/page_item_supplemental_infos/240332000/1635946129/medium,,FALSE,['cereal'],4.49,Kingston
533,"fairlife, 1.5 l",dairy,"Fairlife, 1.5 l",$4.49,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821758/65f60cda-37f6-11ec-8668-0e1ba86a8db4/medium,,FALSE,"['fairlife, 1.5 l']",4.49,Kingston
534,chocolate,other,"Carnation or tim hortons hot chocolate, 450-500 g",$4.49,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12829437/deedba00-38c0-11ec-a6b4-0e1ba86a8db4/medium,,FALSE,['chocolate'],4.49,Kingston
535,tre stelle ricotta or bocconcini,dairy,Tre stelle ricotta or bocconcini,$4.49,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829147/44e8952a-38bf-11ec-9ad0-0e7faade0358/medium,,FALSE,['tre stelle ricotta or bocconcini'],4.49,Kingston
536,cereal,other,Annie's cereal,$4.49,Metro,https://cdn.flippenterprise.net/page_item_supplemental_infos/240332000/1635946129/medium,,FALSE,['cereal'],4.49,Kingston
537,bread,bakery,Front street bakery chunky cinnamon bread,$4.49,Metro,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333140/1635946589/medium,,FALSE,['bread'],4.49,Kingston
538,buns,bakery,Front street bakery cinnamon buns,$4.49,Metro,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333141/1635946591/medium,,FALSE,['buns'],4.49,Kingston
539,maple lodge chicken or butterball turkey bacon,meat,Maple lodge chicken or butterball turkey bacon,$4.49,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829140/4bc000e0-38bf-11ec-a62c-0e1ba86a8db4/medium,,FALSE,['maple lodge chicken or butterball turkey bacon'],4.49,Kingston
540,arla sliced deli cheese,meat,Arla sliced deli cheese,$4.49,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829147/4595691c-38bf-11ec-9ad0-0e7faade0358/medium,,FALSE,['arla sliced deli cheese'],4.49,Kingston
541,"gardein plant-based meals, breakfast patties, supreme burger or bowls",vegan,"Gardein plant-based meals, breakfast patties, supreme burger or bowls",2/ $9.00 or $5.97,Walmart,https://cdn.flippenterprise.net/page_pdf_images/12823157/518238aa-380f-11ec-945e-0e7faade0358/medium,multi,FALSE,"['gardein plant-based meals, breakfast patties, supreme burger or bowls']",4.5,Kingston
542,"liberté kéfir, 1 l",dairy,"Liberté kéfir, 1 l",2/ $9.00 or $5.49,Loblaws,https://cdn.flippenterprise.net/page_items/240589113/1635800142/large.jpg,,FALSE,"['liberté kéfir, 1 l']",4.5,Kingston
543,front street bakery strawberry cheese braided strudel,meat,Front street bakery strawberry cheese braided strudel,$4.69,Metro,https://cdn.flippenterprise.net/page_items/240949085/1636056003/large.jpg,,FALSE,['front street bakery strawberry cheese braided strudel'],4.69,Kingston
544,piller's sausage,none,Piller's sausage,$4.88,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333296/1635946380/medium,save up to $1.09,FALSE,"[""piller's sausage""]",4.88,Kingston
545,"yoplait source or creamy, pkg of 16, liberté greek, 650/750 g or méditerranée, 900 g yogurt",meat,"Yoplait source or creamy, pkg of 16, liberté greek, 650/750 g or méditerranée, 900 g yogurt",$4.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829439/d5bb6360-38c0-11ec-b58a-0e7faade0358/medium,,FALSE,"['yoplait source or creamy, pkg of 16, liberté greek, 650/750 g or méditerranée, 900 g yogurt']",4.97,Kingston
546,black diamond cheese,meat,Black diamond cheese,$4.97,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333304/1635933721/medium,save up to $2,FALSE,['black diamond cheese'],4.97,Kingston
547,"butcher's choice breakfast sausage, 500 g",meat,"Butcher's choice breakfast sausage, 500 g",$4.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829403/d7e4be5c-38c0-11ec-a52c-0edc53c25ee6/medium,,FALSE,"[""butcher's choice breakfast sausage, 500 g""]",4.97,Kingston
548,"johnson's baby needs, 400-600 ml",none,"Johnson's baby needs, 400-600 ml",$4.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829440/dc31c9aa-38c0-11ec-9e87-0e1ba86a8db4/medium,,FALSE,"[""johnson's baby needs, 400-600 ml""]",4.97,Kingston
549,nut milk,vegan,"Ls price jack link's jerky, 65/80 g or blue diamond almonds, 170 g",pc optimum members pricing $4.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12839274/422a6282-3b17-11ec-a280-0ec6e2beadde/medium,,FALSE,['nut milk'],4.97,Kingston
550,ketchup,other,"Heinz ketchup, 1.5 l",$4.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829438/da5dd1b4-38c0-11ec-83db-0e1ba86a8db4/medium,,FALSE,['ketchup'],4.97,Kingston
551,spinach,produce,"Pc organics baby spinach or field greens, 312 g",$4.97,No Frills,https://cdn.flippenterprise.net/page_item_supplemental_infos/240331949/1635946112/medium,,FALSE,['spinach'],4.97,Kingston
552,activia yogurt 12-pack,meat,Activia yogurt 12-pack,$4.97,Walmart,https://cdn.flippenterprise.net/page_pdf_images/12823126/3c88bfbe-380f-11ec-93d9-0e7faade0358/medium,,FALSE,['activia yogurt 12-pack'],4.97,Kingston
553,coffee,other,Maxwell house coffee pods,$4.97,Giant Tiger,https://cdn.flippenterprise.net/page_items/240333201/1635969259/large.jpg,save $3,FALSE,['coffee'],4.97,Kingston
554,red onion,produce,"Farmer's market™ red onions, 10 lb bag",$4.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12839309/55148698-3b17-11ec-ac43-0ec6e2beadde/medium,,FALSE,['red onion'],4.97,Kingston
555,"simply orange juice, lemonade or gold peak tea",dairy,"Simply orange juice, lemonade or gold peak tea",$4.97,Walmart,https://cdn.flippenterprise.net/page_pdf_images/12823094/44ba0d28-380f-11ec-9f77-0e1ba86a8db4/medium,rollback,FALSE,"['simply orange juice, lemonade or gold peak tea']",4.97,Kingston
556,coffee,other,Timothy's coffee pods,$4.97,Giant Tiger,https://cdn.flippenterprise.net/page_items/240333201/1635969259/large.jpg,save $3,FALSE,['coffee'],4.97,Kingston
557,lactantia milk,meat,Lactantia milk,$4.97,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333302/1635946609/medium,save up to 1.30,FALSE,['lactantia milk'],4.97,Kingston
558,prairie all purpose flour,none,Prairie all purpose flour,$4.97,Walmart,https://cdn.flippenterprise.net/page_pdf_images/12823126/3b8be4ec-380f-11ec-93d9-0e7faade0358/medium,,FALSE,['prairie all purpose flour'],4.97,Kingston
559,janes breaded chicken,meat,Janes breaded chicken,$4.97,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333142/1635933647/medium,over half off!,FALSE,['janes breaded chicken'],4.97,Kingston
560,"black diamond cheestrings, 16's, sticks, 12's or cracker barrel cheese bites, 250 g",meat,"Black diamond cheestrings, 16's, sticks, 12's or cracker barrel cheese bites, 250 g",$4.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829439/d7739aba-38c0-11ec-b58a-0e7faade0358/medium,,FALSE,"[""black diamond cheestrings, 16's, sticks, 12's or cracker barrel cheese bites, 250 g""]",4.97,Kingston
561,"head & shoulders or tresemmé hair care or styling, 97-828 ml/155-311 g",none,"Head & shoulders or tresemmé hair care or styling, 97-828 ml/155-311 g",$4.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829437/e00f46ba-38c0-11ec-a6b4-0e1ba86a8db4/medium,,FALSE,"['head & shoulders or tresemmé hair care or styling, 97-828 ml/155-311 g']",4.97,Kingston
562,fairlife milk,meat,Fairlife milk,$4.97,Walmart,https://cdn.flippenterprise.net/page_pdf_images/12823126/3cd2aafc-380f-11ec-93d9-0e7faade0358/medium,,FALSE,['fairlife milk'],4.97,Kingston
563,"no name cocoa, 454 g",none,"No name cocoa, 454 g",$4.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829405/d80aefc8-38c0-11ec-8b3e-0ec6e2beadde/medium,,FALSE,"['no name cocoa, 454 g']",4.97,Kingston
564,la fournée dorée brioche breads,bakery,La fournée dorée brioche breads,$4.97,Walmart,https://cdn.flippenterprise.net/page_pdf_images/12823116/3f413a92-380f-11ec-89f7-0e7faade0358/medium,,FALSE,['la fournée dorée brioche breads'],4.97,Kingston
565,"lactantia butter, 454 g",meat,"Lactantia butter, 454 g",$4.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829405/d5e7be2e-38c0-11ec-8b3e-0ec6e2beadde/medium,,FALSE,"['lactantia butter, 454 g']",4.97,Kingston
566,"no name cranberries, 750 g",none,"No name cranberries, 750 g",$4.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829405/d9dd7e74-38c0-11ec-8b3e-0ec6e2beadde/medium,,FALSE,"['no name cranberries, 750 g']",4.97,Kingston
567,liberté tub 650 g - 750 g or source 16-pack yogurt,meat,Liberté tub 650 g - 750 g or source 16-pack yogurt,$4.98,Walmart,https://cdn.flippenterprise.net/page_pdf_images/12823094/4579e42c-380f-11ec-9f77-0e1ba86a8db4/medium,rollback,FALSE,['liberté tub 650 g - 750 g or source 16-pack yogurt'],4.98,Kingston
568,leaf licorice or wine gums,none,Leaf licorice or wine gums,$4.98,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240332008/1635946131/medium,"hot buy, save $1",FALSE,['leaf licorice or wine gums'],4.98,Kingston
569,leaf wine gums,none,Leaf wine gums,$4.98,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240332010/1635946590/medium,save $1,FALSE,['leaf wine gums'],4.98,Kingston
570,salad,produce,Pc organics salad greens 142 g or taylor farms snack kits 163/184 g,$4.99,Loblaws,https://cdn.flippenterprise.net/page_items/240755589/1635873860/large.jpg,,FALSE,['salad'],4.99,Kingston
571,simply orange juice,beverages,Simply orange juice,$4.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829142/456d1ebc-38bf-11ec-ba38-0edc53c25ee6/medium,,FALSE,['simply orange juice'],4.99,Kingston
572,lettuce,produce,Large cantaloupes each or pc live lettuce 2's,$4.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821752/599b9342-37f6-11ec-84e2-0ec6e2beadde/medium,,FALSE,"['cantaloupes', 'lettuce']",4.99,Kingston
573,"activia yogurt 8x100 g, pure leaf iced tea, tropicana lemonade or fruit drinks 1.54-1.75 l",meat,"Activia yogurt 8x100 g, pure leaf iced tea, tropicana lemonade or fruit drinks 1.54-1.75 l",$4.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821749/42518430-37f6-11ec-94ea-0edc53c25ee6/medium,,FALSE,"['activia yogurt 8x100 g, pure leaf iced tea, tropicana lemonade or fruit drinks 1.54-1.75 l']",4.99,Kingston
574,tre stelle mozzarella ball,dairy,Tre stelle mozzarella ball,$4.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829147/46120e36-38bf-11ec-9ad0-0e7faade0358/medium,,FALSE,['tre stelle mozzarella ball'],4.99,Kingston
575,cantaloupes,produce,Large cantaloupes each or pc live lettuce 2's,$4.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12829490/6ad61aea-38c5-11ec-ab10-0edc53c25ee6/medium,,FALSE,"['cantaloupes', 'lettuce']",4.99,Kingston
576,pulp & press juice,beverages,Pulp & press juice,$4.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829153/4aeea450-38bf-11ec-bf9b-0e1ba86a8db4/medium,,FALSE,['pulp & press juice'],4.99,Kingston
577,"french green or yellow beans, 350/400 g",produce,"French green or yellow beans, 350/400 g",$4.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821751/4be4f360-37f6-11ec-9779-0efae983d694/medium,,FALSE,"['french green or yellow beans, 350/400 g']",4.99,Kingston
578,schneiders meat pies,bakery,Schneiders meat pies,$4.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839250/7b62eaf6-3b17-11ec-a114-0e7faade0358/medium,1 bonus miles when you buy 1,FALSE,['schneiders meat pies'],4.99,Kingston
579,irresistibles artisan pies,bakery,Irresistibles artisan pies,$4.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839262/735da7f6-3b17-11ec-bed8-0ec6e2beadde/medium,,FALSE,['irresistibles artisan pies'],4.99,Kingston
580,bread,bakery,Front street bakery extra cheddar cheese bread,$4.99,Metro,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333140/1635946589/medium,,FALSE,['bread'],4.99,Kingston
581,wholly veggie frozen meal,vegan,Wholly veggie frozen meal,$4.99,Metro,https://cdn.flippenterprise.net/page_items/240949645/1636056006/large.jpg,save $2.00,FALSE,['wholly veggie frozen meal'],4.99,Kingston
582,g hughes no sugar added bbq sauce 490 ml,none,G hughes no sugar added bbq sauce 490 ml,$4.99,FreshCo,https://cdn.flippenterprise.net/page_items/240788871/1635861866/large.jpg,save $1,FALSE,['g hughes no sugar added bbq sauce 490 ml'],4.99,Kingston
583,maple lodge ultimate or zabiha halal juicy supreme chicken frankfurters,meat,Maple lodge ultimate or zabiha halal juicy supreme chicken frankfurters,$4.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829140/5040b920-38bf-11ec-a62c-0e1ba86a8db4/medium,,FALSE,['maple lodge ultimate or zabiha halal juicy supreme chicken frankfurters'],4.99,Kingston
584,chocolate,other,"Terry's chocolates, 142-157 g or pot of gold chocolate, 245-248 g",$4.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12829437/deedba00-38c0-11ec-a6b4-0e1ba86a8db4/medium,,FALSE,['chocolate'],4.99,Kingston
585,mccain premium fries 1.4-1.8 kg selected varieties,none,Mccain premium fries 1.4-1.8 kg selected varieties,$4.99,FreshCo,https://cdn.flippenterprise.net/page_items/240788969/1635861871/large.jpg,save $1,FALSE,['mccain premium fries 1.4-1.8 kg selected varieties'],4.99,Kingston
586,high liner fish,meat,High liner fish,$4.99,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333014/1635933713/medium,save up to $3.48,FALSE,['high liner fish'],4.99,Kingston
587,party on frozen dippers,none,Party on frozen dippers,$4.99,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/240333290/1635946612/medium,save $1,FALSE,['party on frozen dippers'],4.99,Kingston
588,piller's sausage chubs or pepperoni,meat,Piller's sausage chubs or pepperoni,$4.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829147/4229a13a-38bf-11ec-9ad0-0e7faade0358/medium,,FALSE,"[""piller's sausage chubs or pepperoni""]",4.99,Kingston
589,"breyers creamery style ice cream, confectionery dessert 1.66 l, klondike 4's or ben & jerry's 473-500 ml",meat,"Breyers creamery style ice cream, confectionery dessert 1.66 l, klondike 4's or ben & jerry's 473-500 ml",$4.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821749/4181be58-37f6-11ec-94ea-0edc53c25ee6/medium,pc optimum 800 pts,FALSE,"[""breyers creamery style ice cream, confectionery dessert 1.66 l, klondike 4's or ben & jerry's 473-500 ml""]",4.99,Kingston
590,activia yogourt,meat,Activia yogourt,$4.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829157/376961fe-38bf-11ec-b764-0ec6e2beadde/medium,,FALSE,['activia yogourt'],4.99,Kingston
591,cereal,other,Kellogg's all-bran buds cereal or all-bran flakes,$4.99,Food Basics,https://cdn.flippenterprise.net/page_item_supplemental_infos/240332000/1635946129/medium,,FALSE,['cereal'],4.99,Kingston
592,"pc pub recipe chicken, 700 g",meat,"Pc pub recipe chicken, 700 g",$4.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821753/5d2bd51c-37f6-11ec-b082-0e7faade0358/medium,,FALSE,"['pc pub recipe chicken, 700 g']",4.99,Kingston
593,cereal,other,"Jordans cereal or granola, 375-500 g",$4.99,Loblaws,https://cdn.flippenterprise.net/page_item_supplemental_infos/240332000/1635946129/medium,,FALSE,['cereal'],4.99,Kingston
594,waffles,other,"Kellogg's eggo waffles, 16's, nestlé confectionery frozen dessert, 1.5 l, bars or nestlé parlour, 4-10's",$4.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12829142/45ad73cc-38bf-11ec-ba38-0edc53c25ee6/medium,,FALSE,['waffles'],4.99,Kingston
595,"donuts, 6's",bakery,"Donuts, 6's",$4.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821753/5c53a304-37f6-11ec-b082-0e7faade0358/medium,,FALSE,"[""donuts, 6's""]",4.99,Kingston
596,"burnbrae egg bites!, 336 g",meat,"Burnbrae egg bites!, 336 g",$4.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821755/62e8578c-37f6-11ec-8e25-0e1ba86a8db4/medium,"pc optimum 2,000 pts",FALSE,"['burnbrae egg bites!, 336 g']",4.99,Kingston
597,chocolate,other,Compliments swiss milk chocolate 300 g,$4.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12829437/deedba00-38c0-11ec-a6b4-0e1ba86a8db4/medium,,FALSE,['chocolate'],4.99,Kingston
