,item,category,name,price,store,image,story,vegan,foods,real_price,location
5893,"pc gochujang sweet & spicy chicken bites, 700 g",meat,"Pc gochujang sweet & spicy chicken bites, 700 g",$13.99,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12871468/d37a6678-3de3-11ec-946e-0efae983d694/medium,,FALSE,"['pc gochujang sweet & spicy chicken bites, 700 g']",13.99,Kingston
5894,peppers,produce,Nestle quality street 725 g,$13.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12871459/d16f7b16-3de3-11ec-a32a-0ec6e2beadde/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5895,aqua star rainbow trout fillets,meat,Aqua star rainbow trout fillets,$13.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839256/6a5db678-3b17-11ec-8a88-0efae983d694/medium,,FALSE,['aqua star rainbow trout fillets'],13.99,Kingston
5896,pears,produce,Nestle quality street 725 g,$13.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12829137/55c1012a-38bf-11ec-a821-0edc53c25ee6/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5897,potatoes,produce,Nestle quality street 725 g,$13.99,FreshCo,https://cdn.flippenterprise.net/page_item_supplemental_infos/241116219/1636542304/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5898,peaches,produce,Nestle quality street 725 g,$13.99,FreshCo,https://cdn.flippenterprise.net/page_item_supplemental_infos/241115136/1636542213/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5899,plums,produce,Nestle quality street 725 g,$13.99,FreshCo,../static/images/plums.png,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5900,blackberries,produce,Nestle quality street 725 g,$13.99,FreshCo,../static/images/blackberries.png,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5901,spinach,produce,Nestle quality street 725 g,$13.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12829137/581e9f90-38bf-11ec-a821-0edc53c25ee6/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5902,tre stelle feta cheese,dairy,Tre stelle feta cheese,$13.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829132/52c0d090-38bf-11ec-9f66-0e1ba86a8db4/medium,,FALSE,['tre stelle feta cheese'],13.99,Kingston
5903,"pc gochujang sweet & spicy chicken bites, 700 g",meat,"Pc gochujang sweet & spicy chicken bites, 700 g",$13.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12871468/d37a6678-3de3-11ec-946e-0efae983d694/medium,,FALSE,"['pc gochujang sweet & spicy chicken bites, 700 g']",13.99,Kingston
5904,radishes,produce,Nestle quality street 725 g,$13.99,FreshCo,https://cdn.flippenterprise.net/page_item_supplemental_infos/241115136/1636542213/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5905,"pc kalbi beef short ribs, 500 g",meat,"Pc kalbi beef short ribs, 500 g",$13.99,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12821756/5ba8c02e-37f6-11ec-aa05-0efae983d694/medium,,FALSE,"['pc kalbi beef short ribs, 500 g']",13.99,Kingston
5906,garlic,produce,Nestle quality street 725 g,$13.99,FreshCo,https://cdn.flippenterprise.net/page_item_supplemental_infos/241115136/1636542213/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5907,ginger,produce,Nestle quality street 725 g,$13.99,FreshCo,https://cdn.flippenterprise.net/page_item_supplemental_infos/241115136/1636542213/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5908,carrots,produce,Nestle quality street 725 g,$13.99,FreshCo,https://cdn.flippenterprise.net/page_items/240941301/1636056049/large.jpg,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5909,mushrooms,produce,Nestle quality street 725 g,$13.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12821749/44360000-37f6-11ec-94ea-0edc53c25ee6/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5910,frozen fruit,produce,Nestle quality street 725 g,$13.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12839268/4627e0bc-3b17-11ec-8cb5-0edc53c25ee6/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5911,nectarines,produce,Nestle quality street 725 g,$13.99,FreshCo,https://cdn.flippenterprise.net/page_item_supplemental_infos/241115136/1636542213/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5912,apples,produce,Nestle quality street 725 g,$13.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12880103/b7f7454a-404c-11ec-9952-0e7faade0358/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5913,cucumbers,produce,Nestle quality street 725 g,$13.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12871459/d1be7bd0-3de3-11ec-a32a-0ec6e2beadde/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5914,cabbages,produce,Nestle quality street 725 g,$13.99,FreshCo,https://cdn.flippenterprise.net/page_item_supplemental_infos/241115136/1636542213/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5915,jalapeños,produce,Nestle quality street 725 g,$13.99,FreshCo,https://cdn.flippenterprise.net/page_item_supplemental_infos/241115136/1636542213/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5916,lemons,produce,Nestle quality street 725 g,$13.99,FreshCo,https://cdn.flippenterprise.net/page_items/240755488/1635873853/large.jpg,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5917,limes,produce,Nestle quality street 725 g,$13.99,FreshCo,https://cdn.flippenterprise.net/page_items/240755488/1635873853/large.jpg,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5918,blueberries,produce,Nestle quality street 725 g,$13.99,FreshCo,https://cdn.flippenterprise.net/page_items/240755454/1635873851/large.jpg,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5919,tangelos,produce,Nestle quality street 725 g,$13.99,FreshCo,https://cdn.flippenterprise.net/page_item_supplemental_infos/241115136/1636542213/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5920,grapefruits,produce,Nestle quality street 725 g,$13.99,FreshCo,https://cdn.flippenterprise.net/page_item_supplemental_infos/241115136/1636542213/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5921,raspberries,produce,Nestle quality street 725 g,$13.99,FreshCo,../static/images/raspberries.png,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5922,strawberries,produce,Nestle quality street 725 g,$13.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12839244/64d02c86-3b17-11ec-8aa9-0e1ba86a8db4/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5923,celery,produce,Nestle quality street 725 g,$13.99,FreshCo,https://cdn.flippenterprise.net/page_pdf_images/12880139/bb8c4412-404c-11ec-8907-0edc53c25ee6/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",13.99,Kingston
5924,quality street tin,snacks,Quality street tin,$14.97,Walmart,https://cdn.flippenterprise.net/page_pdf_images/12880183/acb264ae-4050-11ec-971d-0e1ba86a8db4/medium,save $2.01,FALSE,['quality street tin'],14.97,Kingston
5925,janes ultimates chicken wings or bites,meat,Janes ultimates chicken wings or bites,$14.97,Walmart,https://cdn.flippenterprise.net/page_pdf_images/12880190/abfb1c2c-4050-11ec-ab29-0ec6e2beadde/medium,,FALSE,['janes ultimates chicken wings or bites'],14.97,Kingston
5926,coffee,other,Irresistibles coffee pods,$14.97,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12839262/7c40c222-3b17-11ec-bed8-0ec6e2beadde/medium,,FALSE,['coffee'],14.97,Kingston
5927,farm boy™ homestyle lasagna,bakery,Farm boy™ homestyle lasagna,$14.99,Farm Boy,https://cdn.flippenterprise.net/page_items/241586894/1636477442/large.jpg,,FALSE,['farm boy™ homestyle lasagna'],14.99,Kingston
5928,"pc old-fashioned style peppercorn or regular bacon, 950 g-1 kg",meat,"Pc old-fashioned style peppercorn or regular bacon, 950 g-1 kg",$14.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821753/5d205bf6-37f6-11ec-b082-0e7faade0358/medium,,FALSE,"['pc old-fashioned style peppercorn or regular bacon, 950 g-1 kg']",14.99,Kingston
5929,cracker barrel cheese snacks,dairy,Cracker barrel cheese snacks,$14.99,Metro,https://cdn.flippenterprise.net/page_items/240949410/1636056057/large.jpg,,FALSE,['cracker barrel cheese snacks'],14.99,Kingston
5930,aqua star red crab claws,meat,Aqua star red crab claws,$14.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839256/6c1c424a-3b17-11ec-8a88-0efae983d694/medium,,FALSE,['aqua star red crab claws'],14.99,Kingston
5931,farm boy™ seafood & chorizo paella,meat,Farm boy™ seafood & chorizo paella,$14.99,Farm Boy,https://cdn.flippenterprise.net/page_items/241586661/1636477442/large.jpg,,FALSE,['farm boy™ seafood & chorizo paella'],14.99,Kingston
5932,depend protective underwear 12-52's or poise bladder control pads 24-126's,other,Depend protective underwear 12-52's or poise bladder control pads 24-126's,$15.47,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12900324/24f96806-422f-11ec-9f51-0edc53c25ee6/medium,,FALSE,"[""depend protective underwear 12-52's or poise bladder control pads 24-126's""]",15.47,Kingston
5933,"van houtte k-cup pods, 24/30's",other,"Van houtte k-cup pods, 24/30's",$15.99,Loblaws,https://cdn.flippenterprise.net/page_items/240589142/1635800147/large.jpg,,FALSE,"[""van houtte k-cup pods, 24/30's""]",15.99,Kingston
5934,the keg prime rib beef burgers,meat,The keg prime rib beef burgers,$15.99,Metro,https://cdn.flippenterprise.net/page_pdf_images/12839250/78102bca-3b17-11ec-a114-0e7faade0358/medium,,FALSE,['the keg prime rib beef burgers'],15.99,Kingston
5935,"pc free from sausages, 1.2 kg",other,"Pc free from sausages, 1.2 kg",$15.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821753/5b80d104-37f6-11ec-b082-0e7faade0358/medium,,FALSE,"['pc free from sausages, 1.2 kg']",15.99,Kingston
5936,butterball turkey breast,meat,Butterball turkey breast,$16.97,Giant Tiger,https://cdn.flippenterprise.net/page_item_supplemental_infos/241115976/1636553992/medium,save $8,FALSE,['butterball turkey breast'],16.97,Kingston
5937,pillsbury pizza pops,meat,Pillsbury pizza pops,$16.99,Food Basics,https://cdn.flippenterprise.net/page_pdf_images/12829157/3898ffb2-38bf-11ec-b764-0ec6e2beadde/medium,,FALSE,['pillsbury pizza pops'],16.99,Kingston
5938,"perrier water, 12x750 ml",beverages,"Perrier water, 12x750 ml",$16.99,Loblaws,https://cdn.flippenterprise.net/page_pdf_images/12821749/432384ee-37f6-11ec-94ea-0edc53c25ee6/medium,,FALSE,"['perrier water, 12x750 ml']",16.99,Kingston
5939,kind granola bars,other,Kind granola bars,$16.99,Metro,https://cdn.flippenterprise.net/page_items/240949438/1636056015/large.jpg,save $5.00,FALSE,['kind granola bars'],16.99,Kingston
5940,chocolate,other,Front street bakery triple strawberry boston custard cake or chocolate boston with strawberries custard cake,$17.99,Metro,https://cdn.flippenterprise.net/page_items/241116354/1636138328/large.jpg,,FALSE,['chocolate'],17.99,Kingston
5941,pc pacific white shrimp platter with sauce 568 g or blue menu nova scotian sea scallops 400 g,meat,Pc pacific white shrimp platter with sauce 568 g or blue menu nova scotian sea scallops 400 g,$17.99,Valumart,https://cdn.flippenterprise.net/page_pdf_images/12846961/64369286-3bf0-11ec-9482-0e1ba86a8db4/medium,,FALSE,['pc pacific white shrimp platter with sauce 568 g or blue menu nova scotian sea scallops 400 g'],17.99,Kingston
5942,front street bakery strawberries 'n creme cake,meat,Front street bakery strawberries 'n creme cake,$17.99,Metro,https://cdn.flippenterprise.net/page_items/240949068/1636055998/large.jpg,,FALSE,"[""front street bakery strawberries 'n creme cake""]",17.99,Kingston
5943,"cascade action pacs, 75-110's",other,"Cascade action pacs, 75-110's",$18.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12871467/d6b5f76c-3de3-11ec-ae52-0e7faade0358/medium,,FALSE,"[""cascade action pacs, 75-110's""]",18.97,Kingston
5944,cantaloupes,produce,"Tide liquid, 4.55 l or pods, 61/81's laundry detergent",$19.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12821751/4b3e9376-37f6-11ec-9779-0efae983d694/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",19.97,Kingston
5945,avocados,produce,"Tide liquid, 4.55 l or pods, 61/81's laundry detergent",$19.97,No Frills,https://cdn.flippenterprise.net/page_items/240755486/1635873852/large.jpg,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",19.97,Kingston
5946,broccoli,produce,"Tide liquid, 4.55 l or pods, 61/81's laundry detergent",$19.97,No Frills,https://cdn.flippenterprise.net/page_pdf_images/12829137/551f9b78-38bf-11ec-a821-0edc53c25ee6/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",19.97,Kingston
5947,cilantro,produce,"Tide liquid, 4.55 l or pods, 61/81's laundry detergent",$19.97,No Frills,https://cdn.flippenterprise.net/page_item_supplemental_infos/241115136/1636542213/medium,,FALSE,"['avocados', 'cilantro', 'broccoli', 'cantaloupes', 'cauliflower', 'potatoes', 'mandarins', 'apples', 'cucumbers', 'cabbages', 'jalapeños', 'lemons', 'blueberries', 'tangelos', 'grapefruits', 'raspberries', 'blackberries', 'strawberries', 'yams', 'dates', 'pineapples', 'peppers', 'pears', 'celery', 'mangoes', 'watermelons', 'asparagus', 'bananas', 'peaches', 'plums', 'limes', 'nectarines', 'frozen fruit', 'mushrooms', 'carrots', 'ginger', 'garlic', 'radishes', 'spinach']",19.97,Kingston
